,Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Sex,Deaths,admissions,Age Group,Addicts(Age Group),Therapy_Cost,Real_Households_Income,Household_Expenditure_Tobacco
46594,2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Any,6.2166061010848646,16657.0,50-59,21,63425,195.7,16209.0
46595,2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Any,6.2166061010848646,3200.0,50-59,21,63425,195.7,16209.0
46597,2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Any,8.131824785007195,16800.0,50-59,21,63425,195.7,16209.0
46599,2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Any,8.131824785007195,9500.0,50-59,21,63425,195.7,16209.0
46601,2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Any,8.131824785007195,7300.0,50-59,21,63425,195.7,16209.0
46602,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Any,8.294299608857235,11790.0,50-59,21,63425,195.7,16209.0
46603,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Any,8.294299608857235,7400.0,50-59,21,63425,195.7,16209.0
46604,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Any,8.294299608857235,9167.0,50-59,21,63425,195.7,16209.0
46605,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Any,8.294299608857235,5900.0,50-59,21,63425,195.7,16209.0
46606,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Any,8.294299608857235,2623.0,50-59,21,63425,195.7,16209.0
46607,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Any,8.294299608857235,1500.0,50-59,21,63425,195.7,16209.0
46615,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.170888478512505,12000.0,50-59,21,63425,195.7,16209.0
46616,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.170888478512505,12107.0,50-59,21,63425,195.7,16209.0
46617,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.170888478512505,6500.0,50-59,21,63425,195.7,16209.0
46618,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.170888478512505,11489.0,50-59,21,63425,195.7,16209.0
46619,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Any,7.170888478512505,5500.0,50-59,21,63425,195.7,16209.0
46659,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,7.055312843339752,18808.0,50-59,22,63425,195.7,16209.0
46660,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,7.055312843339752,12700.0,50-59,22,63425,195.7,16209.0
46661,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,7.055312843339752,13446.0,50-59,22,63425,195.7,16209.0
46662,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,7.055312843339752,10000.0,50-59,22,63425,195.7,16209.0
46663,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,7.055312843339752,5362.0,50-59,22,63425,195.7,16209.0
46664,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,7.055312843339752,2800.0,50-59,22,63425,195.7,16209.0
46665,2009,C32,Larynx,Cancers which can be caused by smoking,Male,6.22455842927536,4728.0,50-59,22,63425,195.7,16209.0
46666,2009,C32,Larynx,Cancers which can be caused by smoking,Male,6.22455842927536,3800.0,50-59,22,63425,195.7,16209.0
46667,2009,C32,Larynx,Cancers which can be caused by smoking,Male,6.22455842927536,3995.0,50-59,22,63425,195.7,16209.0
46668,2009,C32,Larynx,Cancers which can be caused by smoking,Male,6.22455842927536,3300.0,50-59,22,63425,195.7,16209.0
46669,2009,C32,Larynx,Cancers which can be caused by smoking,Male,6.22455842927536,733.0,50-59,22,63425,195.7,16209.0
46670,2009,C32,Larynx,Cancers which can be caused by smoking,Male,6.22455842927536,600.0,50-59,22,63425,195.7,16209.0
46672,2009,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.34283980427146,20900.0,50-59,22,63425,195.7,16209.0
46673,2009,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.34283980427146,21937.0,50-59,22,63425,195.7,16209.0
46674,2009,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.34283980427146,15500.0,50-59,22,63425,195.7,16209.0
46675,2009,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.34283980427146,8686.0,50-59,22,63425,195.7,16209.0
46676,2009,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.34283980427146,5400.0,50-59,22,63425,195.7,16209.0
46687,2009,C67,Bladder,Cancers which can be caused by smoking,Male,7.952615111651,19610.0,50-59,22,63425,195.7,16209.0
46688,2009,C67,Bladder,Cancers which can be caused by smoking,Male,7.952615111651,6100.0,50-59,22,63425,195.7,16209.0
46689,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,7.544861068658458,13891.0,50-59,22,63425,195.7,16209.0
46690,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,7.544861068658458,3700.0,50-59,22,63425,195.7,16209.0
46691,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,7.544861068658458,9111.0,50-59,22,63425,195.7,16209.0
46692,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,7.544861068658458,3200.0,50-59,22,63425,195.7,16209.0
46693,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,7.544861068658458,4780.0,50-59,22,63425,195.7,16209.0
46694,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,7.544861068658458,400.0,50-59,22,63425,195.7,16209.0
46695,2009,C16,Stomach,Cancers which can be caused by smoking,Male,7.848153086199526,21155.0,50-59,22,63425,195.7,16209.0
46696,2009,C16,Stomach,Cancers which can be caused by smoking,Male,7.848153086199526,4800.0,50-59,22,63425,195.7,16209.0
46697,2009,C16,Stomach,Cancers which can be caused by smoking,Male,7.848153086199526,15114.0,50-59,22,63425,195.7,16209.0
46698,2009,C16,Stomach,Cancers which can be caused by smoking,Male,7.848153086199526,4000.0,50-59,22,63425,195.7,16209.0
46699,2009,C16,Stomach,Cancers which can be caused by smoking,Male,7.848153086199526,6041.0,50-59,22,63425,195.7,16209.0
46700,2009,C16,Stomach,Cancers which can be caused by smoking,Male,7.848153086199526,800.0,50-59,22,63425,195.7,16209.0
46701,2009,C25,Pancreas,Cancers which can be caused by smoking,Male,8.087640287778983,22885.0,50-59,22,63425,195.7,16209.0
46702,2009,C25,Pancreas,Cancers which can be caused by smoking,Male,8.087640287778983,5900.0,50-59,22,63425,195.7,16209.0
46703,2009,C25,Pancreas,Cancers which can be caused by smoking,Male,8.087640287778983,12196.0,50-59,22,63425,195.7,16209.0
46704,2009,C25,Pancreas,Cancers which can be caused by smoking,Male,8.087640287778983,3000.0,50-59,22,63425,195.7,16209.0
46705,2009,C25,Pancreas,Cancers which can be caused by smoking,Male,8.087640287778983,10990.0,50-59,22,63425,195.7,16209.0
46706,2009,C25,Pancreas,Cancers which can be caused by smoking,Male,8.087640287778983,2900.0,50-59,22,63425,195.7,16209.0
46707,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Male,8.266935347610456,10084.0,50-59,22,63425,195.7,16209.0
46708,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Male,8.266935347610456,3700.0,50-59,22,63425,195.7,16209.0
46709,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Male,8.266935347610456,4341.0,50-59,22,63425,195.7,16209.0
46710,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Male,8.266935347610456,2400.0,50-59,22,63425,195.7,16209.0
46711,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Male,8.266935347610456,5743.0,50-59,22,63425,195.7,16209.0
46712,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Male,8.266935347610456,1300.0,50-59,22,63425,195.7,16209.0
46714,2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Male,7.122059881629142,6100.0,50-59,22,63425,195.7,16209.0
46715,2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Male,7.122059881629142,19842.0,50-59,22,63425,195.7,16209.0
46716,2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Male,7.122059881629142,4600.0,50-59,22,63425,195.7,16209.0
46717,2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Male,7.122059881629142,14602.0,50-59,22,63425,195.7,16209.0
46718,2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Male,7.122059881629142,1500.0,50-59,22,63425,195.7,16209.0
46719,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.637258031284457,6124.0,50-59,22,63425,195.7,16209.0
46720,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.637258031284457,5300.0,50-59,22,63425,195.7,16209.0
46721,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.637258031284457,3376.0,50-59,22,63425,195.7,16209.0
46722,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.637258031284457,3000.0,50-59,22,63425,195.7,16209.0
46723,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.637258031284457,2748.0,50-59,22,63425,195.7,16209.0
46724,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.637258031284457,2300.0,50-59,22,63425,195.7,16209.0
46750,2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Male,7.003065458786462,7700.0,50-59,22,63425,195.7,16209.0
46752,2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Male,7.003065458786462,4500.0,50-59,22,63425,195.7,16209.0
46753,2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Male,7.003065458786462,16657.0,50-59,22,63425,195.7,16209.0
46754,2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Male,7.003065458786462,3200.0,50-59,22,63425,195.7,16209.0
46761,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,8.255308811785596,11790.0,50-59,22,63425,195.7,16209.0
46762,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,8.255308811785596,7400.0,50-59,22,63425,195.7,16209.0
46763,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,8.255308811785596,9167.0,50-59,22,63425,195.7,16209.0
46764,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,8.255308811785596,5900.0,50-59,22,63425,195.7,16209.0
46765,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,8.255308811785596,2623.0,50-59,22,63425,195.7,16209.0
46766,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,8.255308811785596,1500.0,50-59,22,63425,195.7,16209.0
46774,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,7.135687347028144,12000.0,50-59,22,63425,195.7,16209.0
46775,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,7.135687347028144,12107.0,50-59,22,63425,195.7,16209.0
46776,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,7.135687347028144,6500.0,50-59,22,63425,195.7,16209.0
46777,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,7.135687347028144,11489.0,50-59,22,63425,195.7,16209.0
46778,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,7.135687347028144,5500.0,50-59,22,63425,195.7,16209.0
46804,2009,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Male,6.55250788703459,18600.0,50-59,22,63425,195.7,16209.0
46806,2009,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Male,6.55250788703459,9500.0,50-59,22,63425,195.7,16209.0
46808,2009,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Male,6.55250788703459,9100.0,50-59,22,63425,195.7,16209.0
46815,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.803505257608338,18808.0,50-59,22,63425,195.7,16209.0
46816,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.803505257608338,12700.0,50-59,22,63425,195.7,16209.0
46817,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.803505257608338,13446.0,50-59,22,63425,195.7,16209.0
46818,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.803505257608338,10000.0,50-59,22,63425,195.7,16209.0
46819,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.803505257608338,5362.0,50-59,22,63425,195.7,16209.0
46820,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Male,6.803505257608338,2800.0,50-59,22,63425,195.7,16209.0
46828,2009,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.006700845440367,20900.0,50-59,22,63425,195.7,16209.0
46829,2009,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.006700845440367,21937.0,50-59,22,63425,195.7,16209.0
46830,2009,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.006700845440367,15500.0,50-59,22,63425,195.7,16209.0
46831,2009,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.006700845440367,8686.0,50-59,22,63425,195.7,16209.0
46832,2009,C15,Oesophagus,Cancers which can be caused by smoking,Male,8.006700845440367,5400.0,50-59,22,63425,195.7,16209.0
46843,2009,C67,Bladder,Cancers which can be caused by smoking,Male,7.170888478512505,19610.0,50-59,22,63425,195.7,16209.0
46844,2009,C67,Bladder,Cancers which can be caused by smoking,Male,7.170888478512505,6100.0,50-59,22,63425,195.7,16209.0
46845,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,13891.0,50-59,22,63425,195.7,16209.0
46846,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,3700.0,50-59,22,63425,195.7,16209.0
46847,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,9111.0,50-59,22,63425,195.7,16209.0
46848,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,3200.0,50-59,22,63425,195.7,16209.0
46849,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,4780.0,50-59,22,63425,195.7,16209.0
46850,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Male,6.55250788703459,400.0,50-59,22,63425,195.7,16209.0
46851,2009,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,21155.0,50-59,22,63425,195.7,16209.0
46852,2009,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,4800.0,50-59,22,63425,195.7,16209.0
46853,2009,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,15114.0,50-59,22,63425,195.7,16209.0
46854,2009,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,4000.0,50-59,22,63425,195.7,16209.0
46855,2009,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,6041.0,50-59,22,63425,195.7,16209.0
46856,2009,C16,Stomach,Cancers which can be caused by smoking,Male,6.55250788703459,800.0,50-59,22,63425,195.7,16209.0
46857,2009,C25,Pancreas,Cancers which can be caused by smoking,Male,6.68586094706836,22885.0,50-59,22,63425,195.7,16209.0
46858,2009,C25,Pancreas,Cancers which can be caused by smoking,Male,6.68586094706836,5900.0,50-59,22,63425,195.7,16209.0
46859,2009,C25,Pancreas,Cancers which can be caused by smoking,Male,6.68586094706836,12196.0,50-59,22,63425,195.7,16209.0
46860,2009,C25,Pancreas,Cancers which can be caused by smoking,Male,6.68586094706836,3000.0,50-59,22,63425,195.7,16209.0
46861,2009,C25,Pancreas,Cancers which can be caused by smoking,Male,6.68586094706836,10990.0,50-59,22,63425,195.7,16209.0
46862,2009,C25,Pancreas,Cancers which can be caused by smoking,Male,6.68586094706836,2900.0,50-59,22,63425,195.7,16209.0
46863,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.650168700845001,10084.0,50-59,22,63425,195.7,16209.0
46864,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.650168700845001,3700.0,50-59,22,63425,195.7,16209.0
46865,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.650168700845001,4341.0,50-59,22,63425,195.7,16209.0
46866,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.650168700845001,2400.0,50-59,22,63425,195.7,16209.0
46867,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.650168700845001,5743.0,50-59,22,63425,195.7,16209.0
46868,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Male,7.650168700845001,1300.0,50-59,22,63425,195.7,16209.0
46875,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,6124.0,50-59,22,63425,195.7,16209.0
46876,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,5300.0,50-59,22,63425,195.7,16209.0
46877,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,3376.0,50-59,22,63425,195.7,16209.0
46878,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,3000.0,50-59,22,63425,195.7,16209.0
46879,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,2748.0,50-59,22,63425,195.7,16209.0
46880,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Male,6.55250788703459,2300.0,50-59,22,63425,195.7,16209.0
46890,2009,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Male,7.824445930877619,16200.0,50-59,22,63425,195.7,16209.0
46892,2009,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Male,7.824445930877619,12000.0,50-59,22,63425,195.7,16209.0
46898,2009,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Male,7.496097345175956,12500.0,50-59,22,63425,195.7,16209.0
46912,2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Male,7.550135342488429,16800.0,50-59,22,63425,195.7,16209.0
46914,2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Male,7.550135342488429,9500.0,50-59,22,63425,195.7,16209.0
46916,2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Male,7.550135342488429,7300.0,50-59,22,63425,195.7,16209.0
46917,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.824445930877619,11790.0,50-59,22,63425,195.7,16209.0
46918,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.824445930877619,7400.0,50-59,22,63425,195.7,16209.0
46919,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.824445930877619,9167.0,50-59,22,63425,195.7,16209.0
46920,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.824445930877619,5900.0,50-59,22,63425,195.7,16209.0
46921,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.824445930877619,2623.0,50-59,22,63425,195.7,16209.0
46922,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.824445930877619,1500.0,50-59,22,63425,195.7,16209.0
46930,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.55250788703459,12000.0,50-59,22,63425,195.7,16209.0
46931,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.55250788703459,12107.0,50-59,22,63425,195.7,16209.0
46932,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.55250788703459,6500.0,50-59,22,63425,195.7,16209.0
46933,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.55250788703459,11489.0,50-59,22,63425,195.7,16209.0
46934,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.55250788703459,5500.0,50-59,22,63425,195.7,16209.0
46974,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.439350371100098,18808.0,50-59,20,63425,195.7,16209.0
46975,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.439350371100098,12700.0,50-59,20,63425,195.7,16209.0
46976,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.439350371100098,13446.0,50-59,20,63425,195.7,16209.0
46977,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.439350371100098,10000.0,50-59,20,63425,195.7,16209.0
46978,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.439350371100098,5362.0,50-59,20,63425,195.7,16209.0
46979,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.439350371100098,2800.0,50-59,20,63425,195.7,16209.0
46987,2009,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.60887062919126,20900.0,50-59,20,63425,195.7,16209.0
46988,2009,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.60887062919126,21937.0,50-59,20,63425,195.7,16209.0
46989,2009,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.60887062919126,15500.0,50-59,20,63425,195.7,16209.0
46990,2009,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.60887062919126,8686.0,50-59,20,63425,195.7,16209.0
46991,2009,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.60887062919126,5400.0,50-59,20,63425,195.7,16209.0
46992,2009,C53,Cervical,Cancers which can be caused by smoking,Female,6.593044534142437,6950.0,50-59,20,63425,195.7,16209.0
46993,2009,C53,Cervical,Cancers which can be caused by smoking,Female,6.593044534142437,900.0,50-59,20,63425,195.7,16209.0
46996,2009,C53,Cervical,Cancers which can be caused by smoking,Female,6.593044534142437,6950.0,50-59,20,63425,195.7,16209.0
46997,2009,C53,Cervical,Cancers which can be caused by smoking,Female,6.593044534142437,900.0,50-59,20,63425,195.7,16209.0
47002,2009,C67,Bladder,Cancers which can be caused by smoking,Female,7.2196420401307355,19610.0,50-59,20,63425,195.7,16209.0
47003,2009,C67,Bladder,Cancers which can be caused by smoking,Female,7.2196420401307355,6100.0,50-59,20,63425,195.7,16209.0
47004,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.097548850614793,13891.0,50-59,20,63425,195.7,16209.0
47005,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.097548850614793,3700.0,50-59,20,63425,195.7,16209.0
47006,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.097548850614793,9111.0,50-59,20,63425,195.7,16209.0
47007,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.097548850614793,3200.0,50-59,20,63425,195.7,16209.0
47008,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.097548850614793,4780.0,50-59,20,63425,195.7,16209.0
47009,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.097548850614793,400.0,50-59,20,63425,195.7,16209.0
47010,2009,C16,Stomach,Cancers which can be caused by smoking,Female,7.291656209174461,21155.0,50-59,20,63425,195.7,16209.0
47011,2009,C16,Stomach,Cancers which can be caused by smoking,Female,7.291656209174461,4800.0,50-59,20,63425,195.7,16209.0
47012,2009,C16,Stomach,Cancers which can be caused by smoking,Female,7.291656209174461,15114.0,50-59,20,63425,195.7,16209.0
47013,2009,C16,Stomach,Cancers which can be caused by smoking,Female,7.291656209174461,4000.0,50-59,20,63425,195.7,16209.0
47014,2009,C16,Stomach,Cancers which can be caused by smoking,Female,7.291656209174461,6041.0,50-59,20,63425,195.7,16209.0
47015,2009,C16,Stomach,Cancers which can be caused by smoking,Female,7.291656209174461,800.0,50-59,20,63425,195.7,16209.0
47016,2009,C25,Pancreas,Cancers which can be caused by smoking,Female,8.141481041457421,22885.0,50-59,20,63425,195.7,16209.0
47017,2009,C25,Pancreas,Cancers which can be caused by smoking,Female,8.141481041457421,5900.0,50-59,20,63425,195.7,16209.0
47018,2009,C25,Pancreas,Cancers which can be caused by smoking,Female,8.141481041457421,12196.0,50-59,20,63425,195.7,16209.0
47019,2009,C25,Pancreas,Cancers which can be caused by smoking,Female,8.141481041457421,3000.0,50-59,20,63425,195.7,16209.0
47020,2009,C25,Pancreas,Cancers which can be caused by smoking,Female,8.141481041457421,10990.0,50-59,20,63425,195.7,16209.0
47021,2009,C25,Pancreas,Cancers which can be caused by smoking,Female,8.141481041457421,2900.0,50-59,20,63425,195.7,16209.0
47022,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Female,8.412054873292933,10084.0,50-59,20,63425,195.7,16209.0
47023,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Female,8.412054873292933,3700.0,50-59,20,63425,195.7,16209.0
47024,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Female,8.412054873292933,4341.0,50-59,20,63425,195.7,16209.0
47025,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Female,8.412054873292933,2400.0,50-59,20,63425,195.7,16209.0
47026,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Female,8.412054873292933,5743.0,50-59,20,63425,195.7,16209.0
47027,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Female,8.412054873292933,1300.0,50-59,20,63425,195.7,16209.0
47029,2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.900730664045173,6100.0,50-59,20,63425,195.7,16209.0
47030,2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.900730664045173,19842.0,50-59,20,63425,195.7,16209.0
47031,2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.900730664045173,4600.0,50-59,20,63425,195.7,16209.0
47032,2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.900730664045173,14602.0,50-59,20,63425,195.7,16209.0
47033,2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.900730664045173,1500.0,50-59,20,63425,195.7,16209.0
47034,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.063785208687608,6124.0,50-59,20,63425,195.7,16209.0
47035,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.063785208687608,5300.0,50-59,20,63425,195.7,16209.0
47036,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.063785208687608,3376.0,50-59,20,63425,195.7,16209.0
47037,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.063785208687608,3000.0,50-59,20,63425,195.7,16209.0
